Building IRN,Building Name,District IRN,District Name,County,Street address,City and Zip code,Phone #,Principal,Grade Span,Open/Closed Status,Designation,Number of standards met,Number of standards possible,Enrollment,Attendance 2005-06,Performance Index Score 2005-06
034579,Sidney Fenn Elementary School,044388,Medina,Medina,320 N Spring Grove St,"Medina, Ohio  44256-1969",(330) 636-4100,David W. Knight,K-5,Open,Excellent,8,8,566,95.6,103.9
034587,Siebert Elementary School,043802,Columbus Public Schools,Franklin,385 Reinhard Ave,"Columbus, Ohio  43206-2701",(614) 365-6613,Debra Archie-Wilkerson,"K-5,P",Open,Academic Watch,1,8,243,94.3,75.1
034603,Silver Lake Elementary School,043836,Cuyahoga Falls,Summit,2970 Overlook Rd,"Silver Lake, Ohio  44224-3042",(330) 926-3811,Ellen C. Mcclure,K-5,Open,Excellent,8,8,211,96.8,104.8
034611,Rutherford B. Hayes Elementary School,044339,Marion,Marion,750 Silver St,"Marion, Ohio  43302-2856",(740) 223-4950,William R. Glenn,"K-5,P",Open,Academic Watch,1,8,253,95.1,73.6
034629,Silverton Paideia Elementary School,043752,Cincinnati Public Schools,Hamilton,6829 Stewart Rd,"Cincinnati, Ohio  45236-4109",(513) 363-5400,Tomasine W. Dendy,"K-6,P",Open,Continuous Improvement,2,10,376,95.2,80.3
034637,Simpson Middle School,044297,Mansfield,Richland,218 W 4th St,"Mansfield, Ohio  44903-1703",(419) 525-6348,Ruby L. Haynes,"6-8,SN",Open,Academic Watch,1,7,465,93.8,74.1
034678,Skyvue Elementary School,048652,Switzerland Of Ohio,Monroe,33329 Hartshorn Ridge Rd,"Graysville, Ohio  45734-9797",(740) 567-3312,Christopher J. Keylor,K-8,Open,Effective,8,14,277,94.9,90.9
034686,Slocum Elementary School,043869,Defiance,Defiance,620 Thurston St,"Defiance, Ohio  43512-2751",(419) 782-2116,Sheri A. Steyer,K-4,Open,Effective,5,6,216,96.4,95
034694,Smith Elementary School,044586,Oakwood,Montgomery,1701 Shafor Blvd,"Dayton, Ohio  45419-2511",(937) 297-5335,Nance E. Bradds,1-6,Open,Excellent,10,10,510,96.6,106.7
034710,Vivian L Smith Elementary School,043612,Berea,Cuyahoga,535 Wyleswood Dr,"Berea, Ohio  44017-2228",(440) 234-2797,Michael P. Kostyack,K-5,Open,Excellent,7,8,222,95.9,102
034728,Smith Elementary School,043489,Akron Public Schools,Summit,941 Chester Ave,"Akron, Ohio  44314-2768",(330) 848-5255,John D. Ross,K-5,Open,Continuous Improvement,3,8,266,95.4,83.7
034736,Smith Middle School,043745,Chillicothe,Ross,345 Arch St,"Chillicothe, Ohio  45601-1519",(740) 773-2241,Robert A. Crabtree,6-8,Open,Effective,4,7,548,94.2,90.4
034769,Buckeye Northwest Elementary School,047787,Buckeye Local Schools,Jefferson,680 Hill St,"Rayland, Ohio  43943-6915",(740) 733-7700,Kenneth L. Bonnell,K-5,Open,Excellent,8,8,213,95.3,99.8
034785,Smithville Elementary School,050559,Green,Wayne,PO Box 176,"Smithville, Ohio  44677-0176",(330) 669-3501,David A. Berresford,K-4,Open,Excellent,6,6,271,96.8,105.4
034793,Smithville High School,050559,Green,Wayne,PO Box 156,"Smithville, Ohio  44677-0156",(330) 669-3165,Richard S. Bellanco,9-12,Open,Excellent,12,12,419,96.0,103.6
034801,Snowhill Elementary School,044818,Springfield,Clark,531 W Harding Rd,"Springfield, Ohio  45504-1708",(937) 505-4410,Rita A. Lane,K-5,Open,Effective,6,8,389,95.3,95.3
034819,James E Hanna Elementary School,044636,Parma,Cuyahoga,11212 Snow Rd,"Parma, Ohio  44130-1727",(440) 885-3712,Thomas E. Jones,K-6,Open,Continuous Improvement,4,10,309,95.3,89.3
034827,Snyder Park Elementary School,044818,Springfield,Clark,1600 Maiden Ln,"Springfield, Ohio  45504-2907",(937) 505-4430,Linda S. Newsome,K-5,Open,Academic Watch,1,8,280,94.1,74.1
034835,Solon High School,046607,Solon,Cuyahoga,33600 Inwood Dr,"Solon, Ohio  44139-4132",(440) 349-6230,George J. Steyer,9-12,Open,Excellent,12,12,1760,96.8,111.6
034850,O H Somers Elementary School,050039,Mogadore,Summit,3600 Herbert St,"Mogadore, Ohio  44260-1125",(330) 628-9947,Jerry A. Wolf,K-6,Open,Effective,5,10,488,95.5,90.3
034868,Somerset Elementary School,049056,Northern,Perry,100 High St,"Somerset, Ohio  43783-9707",(740) 743-1454,Larry R. Saunders,K-5,Open,Excellent,8,8,338,95.8,100.4
034892,JC Sommer Elementary School,044800,South-Western,Franklin,3055 Kingston Ave,"Grove City, Ohio  43123-3304",(614) 801-8350,Theresa Z. Kucsma,K-4,Open,Effective,5,6,561,95.3,96.1
034900,Souers Middle School,043711,Canton,Stark,2800 13th St SW,"Canton, Ohio  44710-2143",(330) 456-8779,Barbara J. Maceyak,7-8,Open,Continuous Improvement,1,5,381,93.9,81.7
034918,South Central High School,047738,South Central,Huron,3305 Greenwich Angling Rd,"Greenwich, Ohio  44837-9443",(419) 752-3354,Benjamin H. Chaffee,9-12,Open,Excellent,12,12,267,95.0,101.5
034926,South Elementary School,044206,Lancaster,Fairfield,220 E Walnut St,"Lancaster, Ohio  43130-4464",(740) 687-7340,Steven H. Scott,K-5,Open,Effective,4,10,299,95.0,91.9
034934,South Elementary School,043893,Dover,Tuscarawas,280 E Shafer Ave,"Dover, Ohio  44622-2160",(330) 364-7111,Jill K. Seiple,K-5,Open,Effective,6,8,366,96.4,92.6
034959,South Elementary School,044487,New Philadelphia,Tuscarawas,132 Providence Ave SW,"New Philadelphia, Ohio  44663-9566",(330) 364-0725,Vicki P. Fuerst,K-5,Open,Excellent,8,8,335,96.4,108.6
034975,South Elementary School,044099,Greenville City School District,Darke,701 Wayne Ave,"Greenville, Ohio  45331-1235",(937) 548-3525,Chris C. Scholl,K-5,Open,Effective,6,8,323,95.7,92.3
035014,South Elementary School,044347,Martins Ferry,Belmont,Broadway and School Sts,"Martins Ferry, Ohio  43935",(740) 633-3754,Barbara S. Hoffman,K-2,Open,NC,1,1,149,94.4,
035022,South Elementary School,044941,Urbana City School District,Champaign,725 S Main St,"Urbana, Ohio  43078-2431",(937) 653-1449,Linda S. Locke,K-2,Open,NC,1,1,250,95.2,
035048,Miller-South Visual Perf Arts Middle School,043489,Akron Public Schools,Summit,1055 East Ave,"Akron, Ohio  44307-1441",(330) 761-1765,Kathleen E. Ashcroft,4-8,Open,Excellent,11,12,457,96.2,105.7
035063,South Urban Academy,043802,Columbus Public Schools,Franklin,1160 Ann St,"Columbus, Ohio  43206-2876",(614) 365-5541,Johnetta D. Wiley,9-12,Open,Continuous Improvement,2,12,639,85.6,81.5
035071,South High School,043786,Cleveland Municipal,Cuyahoga,7415 Broadway Ave,"Cleveland, Ohio  44105-2015",(216) 641-0410,Timothy E. Bigenho,9-12,Open,Academic Emergency,0,12,1258,85.9,62.3
035089,South High School,045104,Willoughby-Eastlake,Lake,5000 Shankland Rd,"Willoughby, Ohio  44094-5637",(440) 975-3647,Paul A. Lombardo,9-12,Open,Excellent,11,12,1319,93.1,103.3
035097,Lima South Middle School,044222,Lima,Allen,755 Saint Johns Ave,"Lima, Ohio  45804-1552",(419) 996-3190,Mitchell J. Black,5-8,Open,Academic Emergency,0,9,536,92.8,66.2
035105,South Middle School,044412,Mt Healthy,Hamilton,1917 Miles Rd,"Cincinnati, Ohio  45231-2119",(513) 742-0666,Kevin M. Mays,7-8,Open,Academic Watch,0,5,301,92.6,76.4
035139,South Street Elementary School,046821,Vermilion,Erie,5735 South St,"Vermilion, Ohio  44089-1170",(440) 967-4215,Tina T. Swinehart,K-2,Open,NC,1,1,486,95.8,
035147,Southdale Elementary School,044180,Kettering,Montgomery,1200 W Dorothy Ln,"Kettering, Ohio  45409-1307",(937) 499-1890,Deborah S. Mears,K-5,Open,Excellent,8,8,378,96.4,101.4
035154,Crestline Southeast Elementary School,045344,Crestline,Crawford,300 E Arnold St,"Crestline, Ohio  44827-1905",(419) 683-3647,John D. Psenicska,4-7,Open,Continuous Improvement,5,10,197,93.8,86.9
035170,Southeast High School,049221,Southeast Local School District,Portage,8423 Tallmadge Rd,"Ravenna, Ohio  44266-9242",(330) 654-5841,Gregory I. Newell,9-12,Open,Effective,9,12,672,93.4,94.1
035188,Southeastern Elementary School,043588,Bellefontaine City Schools,Logan,613 Hamilton St,"Bellefontaine, Ohio  43311-1831",(937) 599-4331,Shanel K. Henry,K-5,Open,Effective,6,8,403,95.7,95.1
035196,Southeastern High School,046276,Southeastern,Clark,PO Box Z,"South Charleston, Ohio  45368-0826",(937) 462-8308,Susan R. Cline,9-12,Open,Excellent,12,12,281,96.5,104.9
035204,Southeastern High School,049528,Southeastern Local,Ross,2003 Lancaster Rd,"Chillicothe, Ohio  45601-9092",(740) 774-2003,Leonard H. Steyer,9-12,Open,Effective,11,12,346,94.7,95
035220,Southern High School,048538,Southern,Meigs,920 Elm St,"Racine, Ohio  45771-8902",(740) 949-2611,Mark S. Miller,9-12,Open,Effective,7,12,221,94.5,94.3
035238,Southington Elementary School,050237,Southington,Trumbull,4432 State Route 305,"Southington, Ohio  44470-9721",(330) 898-7480,,K-4,Open,Effective,4,6,251,95.0,93.7
035246,Southlyn Elementary School,044792,South Euclid-Lyndhurst,Cuyahoga,1340 Professor Rd,"Cleveland, Ohio  44124-2339",(216) 691-2215,W. DeWayne Nicholes,K-4,Open,Excellent,6,6,220,95.7,97.9
035253,Southmoor Middle School,043802,Columbus Public Schools,Franklin,1201 Moler Rd,"Columbus, Ohio  43207-1552",(614) 365-5550,Murphy D. Moultry,6-8,Open,Academic Emergency,0,7,321,92.3,60
035279,Southwood Elementary School,043802,Columbus Public Schools,Franklin,1500 S 4th St,"Columbus, Ohio  43207-1040",(614) 365-5553,Carla M. Gale,"K-5,P",Open,Academic Emergency,1,8,268,93.7,67.2
035295,Highland Middle School,048801,Highland,Morrow,PO Box 68,"Sparta, Ohio  43350-0068",(419) 768-2781,Robert H. Terrill,6-8,Open,Effective,4,7,445,96.0,94.3
035303,Spencer Elementary School,043869,Defiance,Defiance,140 E Broadway St,"Defiance, Ohio  43512-1639",(419) 782-3866,Linda S. Brugler,K-4,Open,Excellent,6,6,172,96.5,102
035311,Black River Education Center Middle School,048462,Black River,Medina,257 County Road 40,"Sullivan, Ohio  44880-9731",(419) 736-3304,Catherine M. Aviles,6-8,Open,Excellent,7,7,406,94.9,98.5
035329,Spencer Elementary School,044057,Geneva Area City Schools,Ashtabula,4641 N Ridge Rd E,"Geneva, Ohio  44041-9209",(440) 466-0592,Michael R. Penzenik,K-6,Open,Effective,6,10,383,94.4,93.4
035337,Spencerville Elementary School,045807,Spencerville,Allen,2500 Wisher Dr,"Spencerville, Ohio  45887-1293",(419) 647-4113,Ted L. Savidge,K-4,Open,Effective,1,3,281,96.5,92.5
035345,Spencerville High School,045807,Spencerville,Allen,2500 Wisher Dr,"Spencerville, Ohio  45887-1293",(419) 647-4111,Shawn Brown,9-12,Open,Excellent,12,12,337,95.0,103.7
035360,Spring Hill Junior High School,050062,Springfield,Summit,660 Lessig Ave,"Akron, Ohio  44312-3742",(330) 798-1003,Robert T. Bauer,7-8,Open,Effective,3,5,511,93.6,90.3
035378,Spring Hill Elementary School,045153,Xenia Community,Greene,860 Ormsby Dr,"Xenia, Ohio  45385-5538",(937) 372-6461,Debra L. Herman,K-5,Open,Effective,5,8,252,94.5,91.6
035428,Springcreek Primary Elementary School,044644,Piqua,Miami,145 E Us Route 36,"Piqua, Ohio  45356-8201",(937) 773-6540,Stephanie J. Klingshirn,1-3,Open,Effective,2,3,268,94.9,93.8
035436,Springdale Elementary School,044677,Princeton,Hamilton,350 W Kemper Rd,"Cincinnati, Ohio  45246-3024",(513) 671-6676,Susan E. Wells,"K-5,P",Open,Excellent,8,8,394,96.8,98.3
035451,Springfield Intermediate Middle School,048371,Springfield,Mahoning,11333 Youngstown Pittsburgh Rd,"New Middletown, Ohio  44442-8724",(330) 542-3624,Jerome J. Hiznay,5-8,Open,Excellent,8,9,390,95.7,100.6
035469,Springfield High School,048371,Springfield,Mahoning,11335 Youngstown Pittsburgh Rd,"New Middletown, Ohio  44442-8724",(330) 542-3626,Anthony J. DeFelice,9-12,Open,Excellent,12,12,412,93.9,101.9
035477,Springfield High School,048223,Springfield Local Schools,Lucas,1470 S Mccord Rd,"Holland, Ohio  43528-9382",(419) 867-5633,Michael D. O'Shea,9-12,Open,Effective,11,12,1123,95.2,97.4
035485,Springfield High School,050062,Springfield,Summit,2966 Sanitarium Rd,"Akron, Ohio  44312-4467",(330) 798-1002,Cynthia C. Frola,9-12,Open,Effective,6,12,902,92.0,94.7
035493,Springfield Middle School,047795,Edison,Jefferson,4569 County Road 75,"Bergholz, Ohio  43908-7907",(740) 768-2420,Richard G. Wilinski,5-8,Open,Excellent,9,9,342,94.8,98.4
035501,Springfield Middle School,048223,Springfield Local Schools,Lucas,7001 Madison Ave,"Holland, Ohio  43528-9680",(419) 867-5644,Matt K. Geha,6-8,Open,Effective,6,7,958,95.5,96.7
035527,North High School,044818,Springfield,Clark,701 E Home Rd,"Springfield, Ohio  45503-2714",(937) 342-4100,Joetta W. Cooper,9-12,Open,Continuous Improvement,6,12,1168,92.8,88.3
035543,South High School,044818,Springfield,Clark,700 S Limestone St,"Springfield, Ohio  45505-1941",(937) 328-2027,Pauline D. Swan,9-12,Open,Academic Watch,0,12,802,91.8,76.5
035550,Springmill Elementary School,044297,Mansfield,Richland,1200 Nestor Dr,"Mansfield, Ohio  44906-1544",(419) 525-6307,Jo Ann J. Nash,"P,K,1-5,SN",Open,Continuous Improvement,1,8,274,95.2,85.5
035568,Spruce Elementary School,044529,North Olmsted City Schools,Cuyahoga,28590 Windsor Dr,"North Olmsted, Ohio  44070-4136",(440) 779-3540,Daniel P. Mohar,K-3,Open,Excellent,3,3,197,96.2,100.1
035584,St Bernard-Elmwood Place High School,044719,St Bernard-Elmwood Place,Hamilton,4615 Tower Ave,"Saint Bernard, Ohio  45217-1724",(513) 482-7100,Jane H. Acra,7-12,Open,Effective,10,16,497,94.5,90.9
035600,St Clair Elementary School,044628,Painesville City,Lake,280 N Saint Clair St,"Painesville, Ohio  44077-4060",(440) 392-5480,Med M. Johnson,K-5,Open,Effective,7,8,252,96.8,96.3
035618,St Clairsville Middle School,045997,St Clairsville-Richland,Belmont,104 Woodrow Ave,"Saint Clairsville, Ohio  43950-1567",(740) 695-1591,Diane L. Thompson,6-8,Open,Effective,4,7,404,95.4,95.5
035626,St Clairsville High School,045997,St Clairsville-Richland,Belmont,102 Woodrow Ave,"Saint Clairsville, Ohio  43950-1567",(740) 695-1584,Walter E. Skaggs,9-12,Open,Excellent,12,12,580,95.0,101.9
035634,St Henry Elementary School,048587,St Henry Consolidated Local,Mercer,251 E Columbus St,"Saint Henry, Ohio  45883-9575",(419) 678-4834,Sandra L. Stammen,K-4,Open,Excellent,6,6,387,97.7,103.5
035642,St Henry Middle School,048587,St Henry Consolidated Local,Mercer,381 E Columbus St,"Saint Henry, Ohio  45883-9574",(419) 678-4834,Julie A. Laipply,5-8,Open,Excellent,9,9,340,97.4,106.2
035659,St Henry High School,048587,St Henry Consolidated Local,Mercer,391 E Columbus St,"Saint Henry, Ohio  45883-9574",(419) 678-4834,Frank R. Griesdorn,9-12,Open,Excellent,12,12,366,97.3,108.9
035675,Graham Middle School,046193,Graham,Champaign,9644 Us Highway 36,"Saint Paris, Ohio  43072-9367",(937) 663-5339,Jacob H. Conley,6-8,Open,Effective,5,7,571,95.5,93.4
035691,Stadium Drive Elementary School,048306,Boardman,Mahoning,111 Stadium Dr,"Youngstown, Ohio  44512-5521",(330) 726-3428,James Goske,K-4,Open,Excellent,6,6,450,95.8,105.3
035717,Stafford Elementary School,044305,Maple Heights,Cuyahoga,19800 Stafford Ave,"Maple Heights, Ohio  44137-1829",(216) 587-6145,Janice R. Dewey,K-6,Open,Academic Watch,2,10,561,95.6,74.8
035733,Stamm Elementary School,044016,Fremont,Sandusky,1038 Miller St,"Fremont, Ohio  43420-2142",(419) 332-5538,Denice M. Hirt,K-6,Open,Continuous Improvement,3,10,436,95.2,85.7
035774,Stanton Primary Elementary School,044461,New Boston,Scioto,3800 Stanton Ave,"New Boston, Ohio  45662-4943",(740) 456-4637,Diane L. Chamberlin,K-3,Open,Academic Watch,1,3,143,94.1,76.7
035790,Stanton Middle School,047795,Edison,Jefferson,14890 State Route 213,"Hammondsville, Ohio  43930-7902",(330) 532-1594,Troy D. Radinsky,5-8,Open,Continuous Improvement,4,9,389,93.9,88.9
035824,Starling Middle School,043802,Columbus Public Schools,Franklin,120 S Central Ave,"Columbus, Ohio  43222-1325",(614) 365-5945,Mark P. Hayward,6-8,Open,Academic Emergency,0,7,480,92.1,69.2
035832,Starr Elementary School,044602,Oregon,Lucas,3230 Starr Ave,"Oregon, Ohio  43616-2356",(419) 693-0589,Amy L. Pollock,K-5,Open,Excellent,7,8,520,96.3,100.8
035865,Start High School,044909,Toledo,Lucas,2100 Tremainsville Rd,"Toledo, Ohio  43613-3409",(419) 671-3000,Raymond F. Russell,9-12,Open,Effective,8,12,1661,94.8,92.3
035873,State Road Elementary School,043513,Ashtabula Area,Ashtabula,4200 State Rd,"Ashtabula, Ohio  44004-6017",(440) 993-2610,Mary J. Schwartz,K-6,Open,Effective,8,10,205,94.8,93
035881,State Road Elementary School,044636,Parma,Cuyahoga,6121 State Rd,"Parma, Ohio  44134-3701",(440) 885-2334,Christopher A. Hartland,K-6,Open,Continuous Improvement,5,10,418,95.7,84.6
035899,State Street Elementary School,044628,Painesville City,Lake,348 S State St,"Painesville, Ohio  44077-3532",(440) 392-5520,Gregory W. Towns,K-5,Open,Effective,7,8,282,95.8,97.7
035915,Thurgood Marshall Elementary School,043513,Ashtabula Area,Ashtabula,3703 Station Ave,"Ashtabula, Ohio  44004-5630",(440) 993-2588,Janie Carey,K-6,Open,Continuous Improvement,1,10,210,94.0,78.6
035956,Stebbins High School,048702,Mad River,Montgomery,1900 Harshman Rd,"Dayton, Ohio  45424-5022",(937) 237-4250,Todd Nichols,9-12,Open,Effective,9,12,1055,95.9,97.1
035972,Stephen Bell Elementary School,047274,Sugarcreek Local,Greene,4122 N Linda Dr,"Bellbrook, Ohio  45305-1320",(937) 848-7831,Michael J. Baldridge,"K,1,SN",Open,NC,1,1,285,95.7,
036004,Sterling Elementary School,050567,North Central,Wayne,13323 Kauffman Ave,"Sterling, Ohio  44276-9797",(330) 939-2341,David C. Dreher,K-4,Open,Excellent,6,6,251,96.1,105.4
036012,Sterling Morton Elementary School,045492,Mentor,Lake,9292 Jordan Dr,"Mentor, Ohio  44060-1010",(440) 257-5954,Christine M. Bergant,K-6,Open,Excellent,9,10,429,96.8,100.4
036020,Steubenville High School,044826,Steubenville,Jefferson,420 N 4th St,"Steubenville, Ohio  43952-2022",(740) 282-9741,Michael S. Crosier,9-12,Open,Effective,8,12,679,91.8,95
036053,Stewart Alternative Elementary School,043802,Columbus Public Schools,Franklin,40 Stewart Ave,"Columbus, Ohio  43206-2548",(614) 365-5556,Sandra D. Trinter,"K-5,P",Open,Effective,4,8,278,96.7,92.3
036087,Stewart Elementary School,044677,Princeton,Hamilton,11850 Conrey Rd,"Cincinnati, Ohio  45249-1012",(513) 489-7133,Sandra K. Pirkle,"K-5,P",Open,Excellent,6,6,370,96.1,100.7
036095,Southern Local Jr/Sr High School,046441,Southern,Columbiana,38095 State Route 39,"Salineville, Ohio  43945-9726",(330) 679-2305,Dennis S. Spisak,7-12,Open,Continuous Improvement,11,16,424,93.2,86.3
036129,Stiles Elementary School,044800,South-Western,Franklin,4700 Stiles Ave,"Columbus, Ohio  43228-1954",(614) 801-8375,Barbara A. Orr,K-4,Open,Continuous Improvement,1,6,429,94.9,82.6
036137,Stingel Primary Elementary School,049478,Ontario,Richland,426 Shelby Ontario Rd,"Mansfield, Ohio  44906-1030",(419) 529-4955,Kathleen J. Stone,K-2,Open,NC,1,1,373,95.6,
036145,Stingley Elementary School,043737,Centerville,Montgomery,95 Linden Dr,"Centerville, Ohio  45459-4530",(937) 434-1054,Diana L. Dobson,1-5,Open,Excellent,8,8,452,96.5,101.1
036152,Stivers School For The Arts High School,043844,Dayton,Montgomery,1313 E 5th St,"Dayton, Ohio  45402-2222",(937) 542-7380,Erin E. Dooley,7-12,Open,Effective,14,16,853,94.6,97.6
036160,Stockbridge Elementary School,043802,Columbus Public Schools,Franklin,3350 S Champion Ave,"Columbus, Ohio  43207-3956",(614) 365-5450,Kathleen M. Lensenmayer,"K-5,P",Closed,Academic Watch,1,8,229,94.2,75.5
036194,Belle Stone Elementary School,043711,Canton,Stark,2100 Rowland Ave NE,"Canton, Ohio  44714-2148",(330) 452-6521,Daniel J. Nero,K-5,Open,Academic Watch,1,8,326,96.0,79.1
036210,Stow-Munroe Falls High School,044834,Stow-Munroe Falls,Summit,3227 Graham Rd,"Stow, Ohio  44224-3644",(330) 689-5300,Cynthia G. Finley,9-12,Open,Excellent,12,12,1928,94.7,104.5
036236,Strasburg-Franklin Elementary School,050294,Strasburg-Franklin,Tuscarawas,140 N Bodmer Ave,"Strasburg, Ohio  44680-1122",(330) 878-5571,Tamara S. Bennett,K-6,Open,Effective,9,10,337,97.3,99.6
036244,Strasburg-Franklin High School,050294,Strasburg-Franklin,Tuscarawas,140 N Bodmer Ave,"Strasburg, Ohio  44680-1122",(330) 878-5571,Jeff J. Gyurko,7-12,Open,Excellent,14,16,347,96.7,100.8
036251,Streetsboro Middle School,049239,Streetsboro City Schools,Portage,1951 Annalane Dr,"Streetsboro, Ohio  44241-1730",(330) 626-4905,George C. Hammond,7-8,Open,Effective,4,5,353,96.1,92.7
036269,Streetsboro High School,049239,Streetsboro City Schools,Portage,1900 Annalane Dr,"Streetsboro, Ohio  44241-1729",(330) 626-4902,James A. Montaquila,9-12,Open,Excellent,12,12,642,95.6,99.2
036277,Strongsville High School,044842,Strongsville,Cuyahoga,20025 Lunn Rd,"Strongsville, Ohio  44149-4925",(440) 572-7100,Karen L. Hollo,8-12,Open,Excellent,12,12,2536,95.7,107.3
036285,Center Middle School,044842,Strongsville,Cuyahoga,13200 Pearl Rd,"Strongsville, Ohio  44136-3402",(440) 572-7090,Jeffrey L. Martin,7-8,Open,Effective,4,5,584,96.0,99.3
036293,Struble Elementary School,047365,Northwest Local School District,Hamilton,2760 Jonrose Ave,"Cincinnati, Ohio  45239-5315",(513) 522-2700,Sue A. Caron,K-5,Open,Continuous Improvement,5,8,367,94.6,88.1
